Riding	Poll	R	FPTP	MMP	Rejected	Unmarked	Declined	Voter turnout	Number of names	Location of voting place					
70	162		141	41	0	7	0	189	396	Kiwanis Centre - City of Stratford					VRAI
70	163		101	36	0	4	3	144	334	Kiwanis Centre - City of Stratford					VRAI
70	164		65	29	0	2	1	97	251	Kiwanis Centre - City of Stratford					VRAI
70	165		123	52	0	4	0	179	384	Bedford Public School					VRAI
70	166		96	39	0	1	0	136	352	Kiwanis Centre - City of Stratford					VRAI
70	167		96	62	1	5	0	164	311	Shakespeare & District Optimist Hall					VRAI
70	168		157	57	2	2	0	218	398	Shakespeare & District Optimist Hall					VRAI
70	169		128	70	1	6	0	205	435	Shakespeare & District Optimist Hall					VRAI
70	170		169	66	1	2	2	240	414	Fullarton Hall					VRAI
70	171		132	48	0	6	0	186	309	Downie Optimist Hall					VRAI
70	172		73	40	0	5	0	118	189	Downie Optimist Hall					VRAI
70	173		74	46	0	2	0	122	264	The Salvation Army					VRAI
70	174		144	62	0	1	5	212	379	The Salvation Army					VRAI
70	175		115	61	0	3	0	179	344	The Salvation Army					VRAI
70	176		55	32	0	1	0	88	172	Hamlet Public School					VRAI
70	178s		102	36	2	17	16	173	312	Spruce Lodge Woodland Towers					VRAI
70	179		111	64	1	0	0	176	392	Hamlet Public School					VRAI
70	180		148	76	0	4	1	229	410	Hamlet Public School					VRAI
70	182		156	48	2	6	0	212	351	Hamlet Public School					VRAI
70	183		71	39	0	1	1	112	324	Army Navy & Air Force Veterans Unit 261					VRAI
70	184		119	63	0	5	5	192	331	Hamlet Public School					VRAI
70	185s		39	5	0	2	4	50	90	Cedarcroft Place Retirement Residence					VRAI
70	186		87	85	0	2	0	174	300	Army Navy & Air Force Veterans Unit 261					VRAI
70	187		65	71	0	0	0	136	265	Army Navy & Air Force Veterans Unit 261					VRAI
70	188		77	50	0	4	0	131	335	Army Navy & Air Force Veterans Unit 261					VRAI
70	189		60	50	0	1	0	111	292	Army Navy & Air Force Veterans Unit 261					VRAI
70	190		99	54	0	2	1	156	326	Army Navy & Air Force Veterans Unit 261					VRAI
70	191		111	54	1	3	0	169	350	Army Navy & Air Force Veterans Unit 261					VRAI
70	192		39	22	0	1	0	62	146	Army Navy & Air Force Veterans Unit 261					VRAI
70	193		91	46	0	4	0	141	350	Army Navy & Air Force Veterans Unit 261					VRAI
70	194		68	49	1	6	0	124	267	Army Navy & Air Force Veterans Unit 261					VRAI
70	195		81	87	0	0	0	168	334	Shakespeare Public School					VRAI
70	196		139	60	0	1	0	200	396	Shakespeare Public School					VRAI
70	197		50	31	0	2	0	83	192	Romeo Public School					VRAI
70	198		103	67	0	4	0	174	360	Shakespeare Public School					VRAI
70	199s		34	12	1	1	2	50	54	Anne Hathaway Residence					VRAI
70	200		61	41	0	1	0	103	237	Romeo Public School					VRAI
70	201		51	46	1	2	0	100	226	Romeo Public School					VRAI
70	202		77	42	0	7	0	126	332	Shakespeare Public School					VRAI
70	203		68	48	0	2	0	118	273	Anne Hathaway Public School					VRAI
70	204		52	29	0	2	0	83	245	Romeo Public School					VRAI
70	205		65	41	1	3	0	110	293	Anne Hathaway Public School					VRAI
70	206		97	48	1	4	0	150	302	Anne Hathaway Public School					VRAI
70	207		85	63	2	5	0	155	310	Romeo Public School					VRAI
70	208		62	50	1	4	0	117	295	Anne Hathaway Public School					VRAI
70	209		46	27	0	3	0	76	251	Anne Hathaway Public School					VRAI
70	210		52	37	0	1	0	90	245	Anne Hathaway Public School					VRAI
70	211		48	33	0	4	0	85	240	Anne Hathaway Public School					VRAI
70	212		48	30	0	4	0	82	250	Anne Hathaway Public School					VRAI
70	213		140	54	0	8	0	202	357	Shakespeare & District Optimist Hall					VRAI
70	214		114	45	0	4	1	164	323	Shakespeare & District Optimist Hall					VRAI
70	215		176	94	0	2	0	272	507	South Perth Centennial Public School					VRAI
70	216		156	66	2	5	1	230	374	Downie Optimist Hall					VRAI
70	217		122	37	1	4	1	165	333	Downie Optimist Hall					VRAI
70	218		129	38	2	5	2	176	336	Community Centre St. Marys					VRAI
70	219s		18	9	0	5	0	32	81	Wildwood Care Centre					VRAI
70	221		65	38	0	4	0	107	203	Community Centre St. Marys					VRAI
70	222		87	46	0	7	0	140	255	Community Centre St. Marys					VRAI
70	223		87	51	0	3	0	141	279	Community Centre St. Marys					VRAI
70	224		62	51	0	1	0	114	248	Community Centre St. Marys					VRAI
70	225s		48	11	0	9	2	70	147	Kingsway Lodge					VRAI
70	226		114	47	0	3	0	164	310	Community Centre St. Marys					VRAI
70	227		163	59	3	11	1	237	433	Community Centre St. Marys					VRAI
70	228		149	53	0	4	0	206	377	South Perth Centennial Public School					VRAI
70	229		123	45	0	2	4	174	317	Community Centre St. Marys					VRAI
70	230		75	30	0	11	0	116	254	Community Centre St. Marys					VRAI
70	231		116	49	6	1	0	172	304	Community Centre St. Marys					VRAI
70	232		63	38	1	3	1	106	263	Community Centre St. Marys					VRAI
70	233		80	37	0	5	0	122	292	Community Centre St. Marys					VRAI
70	234		153	46	2	5	0	206	361	Community Centre St. Marys					VRAI
70	235		97	39	0	5	0	141	319	Community Centre St. Marys					VRAI
70	236		134	53	10	6	0	203	413	Community Centre St. Marys					VRAI
70	237		110	52	0	5	0	167	308	Community Centre St. Marys					VRAI
70	401		27	21	0	4	1	53	96	45 Buckingham Drive					VRAI
70	402		47	29	0	1	0	77	136	25 Kappele Circle					VRAI
70	ADV001		646	338	1	20	0	1005	0	Returning Office / Bureau du directeur du scrutin					VRAI
70	ADV002		105	50	0	4	0	159	0	Perth East Recreation Complex-Milverton					VRAI
70	ADV003		293	102	2	10	2	409	0	Avon Lighting					VRAI
70	ADV004		325	115	1	14	0	455	0	Lind Sportsplex and Curling Club					VRAI
70	ADV005		154	74	0	6	0	234	0	St. John Parish Centre					VRAI
70	ADV006		185	73	0	5	0	263	0	St. Paul's Anglican Church					VRAI
70	ADV007		169	104	0	5	1	279	0	Peel Maryborough Drayton Arena Complex					VRAI
70	ADV008		649	387	8	34	1	1079	0	Festival Marketplace					VRAI
70	ADV009		300	135	3	13	0	451	0	Mount Forest United Church					VRAI
70	ADV010		240	138	0	9	0	387	0	Smyth Shoe Store					VRAI
71	1		12	16	0	1	0	29	46	Anchorage Marina					VRAI
71	2		67	19	0	0	0	86	142	Edmonds Residence					VRAI
71	3		22	9	0	0	0	31	117	Irwin Inn					VRAI
71	4		141	59	0	4	0	204	344	Cordova Mines Community Centre					VRAI
71	5		97	41	0	1	0	139	284	Wesley United Church					VRAI
71	6		90	67	0	1	0	158	308	Young's Point United Church					VRAI
71	7		74	42	2	0	4	122	214	Douro-Dummer Municipal Office					VRAI
71	8		90	39	0	2	0	131	249	Irwin Inn					VRAI
71	9		111	54	1	3	0	169	355	Wesley United Church					VRAI
71	10		67	45	0	3	0	115	257	Douro-Dummer Municipal Office					VRAI
71	12		107	42	0	3	0	152	320	Wesley United Church					VRAI
71	13		138	74	0	1	0	213	394	Young's Point United Church					VRAI
71	14		104	52	1	2	2	161	336	Havelock-Belmont Public School					VRAI
71	15		162	50	1	10	0	223	490	Belmont Women's Institute Hall					VRAI
71	16		91	57	0	2	0	150	364	Curve Lake First Nation Community Centre					VRAI
71	17		94	45	0	3	0	142	357	Curve Lake First Nation Community Centre					VRAI
71	18		115	58	0	3	1	177	310	Young's Point United Church					VRAI
71	19		82	58	1	0	0	141	259	Warsaw Public School					VRAI
71	20		108	60	3	4	0	175	431	Norwood District Public School					VRAI
71	21		74	33	1	5	0	113	305	Havelock-Belmont Public School					VRAI
71	22		143	53	0	9	1	206	420	Belmont Women's Institute Hall					VRAI
71	23		81	39	2	2	0	124	217	Belmont Women's Institute Hall					VRAI
71	24		118	24	0	3	4	149	310	St. Martin's Roman Catholic Church Hall					VRAI
71	25		124	36	0	3	1	164	369	St. Martin's Roman Catholic Church Hall					VRAI
71	26		99	68	0	0	0	167	405	Young's Point United Church					VRAI
71	27		123	69	0	1	0	193	321	Ridpath Junior Public School					VRAI
71	28		105	61	0	3	0	169	284	Warsaw Public School					VRAI
71	29		93	38	0	4	0	135	338	Rebekah/Oddfellows Hall					VRAI
71	30		98	39	1	1	0	139	349	Rebekah/Oddfellows Hall					VRAI
71	31		152	67	0	3	0	222	401	St. Martin's Roman Catholic Church Hall					VRAI
71	32		120	44	0	2	0	166	392	St. Martin's School					VRAI
71	33		96	64	0	4	4	168	307	St. Paul's School					VRAI
71	034s		20	3	0	1	5	29	100	Extendicare Lakefield					VRAI
71	35		92	71	0	4	0	167	290	St. Paul's School					VRAI
71	36		65	40	0	2	0	107	271	Ridpath Junior Public School					VRAI
71	37		84	56	2	3	0	145	303	Ridpath Junior Public School					VRAI
71	38		109	80	0	3	0	192	352	Ridpath Junior Public School					VRAI
71	39		134	77	1	3	0	215	405	Ridpath Junior Public School					VRAI
71	40		133	61	0	6	0	200	314	Warsaw Public School					VRAI
71	41		75	68	1	2	0	146	399	St. Paul's School					VRAI
71	42		81	48	0	4	0	133	298	Rebekah/Oddfellows Hall					VRAI
71	43		154	56	0	2	2	214	381	St. Martin's Roman Catholic Church Hall					VRAI
71	44		128	69	0	3	1	201	435	St. Martin's School					VRAI
71	45		74	61	0	3	0	138	282	St. Paul's School					VRAI
71	46		115	52	0	0	0	167	322	Wayside Academy					VRAI
71	47		89	55	0	5	0	149	285	St. Paul's School					VRAI
71	48		79	33	0	1	0	113	255	St. Paul's School					VRAI
71	49		93	36	1	1	0	131	295	Norwood District Public School					VRAI
71	50		122	59	0	2	1	184	369	Norwood District Public School					VRAI
71	51		122	36	0	1	1	160	330	Causeway Christian Assembly					VRAI
71	52		122	61	0	0	2	185	393	St. Martin's School					VRAI
71	53		128	65	0	3	0	196	355	Chemong Public School					VRAI
71	54		102	56	1	6	0	165	320	Chemong Public School					VRAI
71	55		117	86	4	6	0	213	396	Wayside Academy					VRAI
71	56		222	96	3	9	2	332	479	St. Joseph's School					VRAI
71	57		106	54	1	3	0	164	320	St. Paul's School					VRAI
71	58		73	41	1	0	3	118	297	St. Paul's School					VRAI
71	059s		32	9	0	0	1	42	59	Maple View Retirement Centre					VRAI
71	060s		19	9	0	0	0	28	58	Pleasant Meadow Manor					VRAI
71	61		152	56	2	3	0	213	367	Norwood District Public School					VRAI
71	62		122	48	0	4	0	174	337	Causeway Christian Assembly					VRAI
71	63		152	90	1	2	0	245	476	Chemong Public School					VRAI
71	64		100	45	1	5	0	151	308	Chemong Public School					VRAI
71	65		116	54	0	5	0	175	326	Chemong Public School					VRAI
71	66		92	65	1	0	0	158	266	Wayside Academy					VRAI
71	67		143	72	1	0	0	216	356	Wayside Academy					VRAI
71	68		115	184	3	3	0	305	448	Peter Gzowski College - Trent University					VRAI
71	69		162	94	0	3	0	259	432	Baker's Hill Banquet Centre					VRAI
71	70		66	35	0	2	0	103	226	Warsaw Public School					VRAI
71	71		136	50	1	2	0	189	378	Causeway Christian Assembly					VRAI
71	72		120	47	0	0	1	168	348	Chemong Public School					VRAI
71	73		136	84	1	6	1	228	434	Gilmour Memorial Baptist Church					VRAI
71	74		206	97	0	2	0	305	441	R. F. Downey Public School					VRAI
71	75		131	69	1	2	0	203	368	Wayside Academy					VRAI
71	76		175	77	1	7	0	260	397	R. F. Downey Public School					VRAI
71	77		137	82	0	1	0	220	383	Edmison Heights Public School					VRAI
71	78		139	72	0	3	0	214	358	Edmison Heights Public School					VRAI
71	79		157	77	3	4	1	242	370	Edmison Heights Public School					VRAI
71	080s		28	10	0	1	2	41	126	Riverview Manor					VRAI
71	81		173	71	0	2	0	246	405	Edmison Heights Public School					VRAI
71	82		71	46	1	0	0	118	259	Edmison Heights Public School					VRAI
71	83		83	31	0	4	0	118	223	Thomas A. Stewart Secondary School					VRAI
71	84		149	69	0	1	0	219	398	Peter Gzowski College - Trent University					VRAI
71	85		162	83	0	5	3	253	447	Thomas A. Stewart Secondary School					VRAI
71	86		163	82	0	0	15	260	422	Baker's Hill Banquet Centre					VRAI
71	87		78	47	0	0	0	125	218	Villiers Community Centre					VRAI
71	88		122	39	0	4	2	167	370	Villiers Community Centre					VRAI
71	89		110	43	3	2	0	158	353	Gilmour Memorial Baptist Church					VRAI
71	90		129	71	1	2	0	203	368	Milroy Place					VRAI
71	91		120	71	1	7	1	200	361	Christ Evangelical Lutheran Church					VRAI
71	92		86	41	0	0	0	127	299	Highland Heights Public School					VRAI
71	93		96	44	5	0	3	148	295	Christ Evangelical Lutheran Church					VRAI
71	94		77	47	1	3	0	128	303	Milroy Place					VRAI
71	95		116	61	1	8	0	186	350	Christ Evangelical Lutheran Church					VRAI
71	96		129	59	0	2	1	191	375	Milroy Place					VRAI
71	97		106	34	0	3	0	143	278	Highland Heights Public School					VRAI
71	98		91	66	0	3	1	161	345	Christ Evangelical Lutheran Church					VRAI
71	99		150	51	4	4	0	209	379	R. F. Downey Public School					VRAI
71	100		114	77	1	3	0	195	374	Christ Evangelical Lutheran Church					VRAI
71	101		120	50	0	6	0	176	301	St. Anne's School					VRAI
71	102s		27	17	0	1	0	45	88	Towerhill Village					VRAI
71	103		144	68	2	1	0	215	383	St. Paul's School					VRAI
71	104		56	67	1	2	3	129	326	Christ Evangelical Lutheran Church					VRAI
71	105		117	76	0	5	1	199	324	St. Anne's School					VRAI
71	106		80	53	1	4	0	138	312	St. Andrew's United Church					VRAI
71	107		130	68	1	5	0	204	365	St. Anne's School					VRAI
71	108		79	101	0	3	0	183	331	Queen Elizabeth Public School					VRAI
71	109s		19	10	1	0	2	32	44	Hillmar Apartments					VRAI
71	110		106	32	1	3	1	143	239	St. Paul's School					VRAI
71	111		136	84	0	4	0	224	394	Queen Elizabeth Public School					VRAI
71	112		45	84	0	3	0	132	296	St. Paul's Presbyterian Church					VRAI
71	113		89	103	0	7	0	199	416	Queen Elizabeth Public School					VRAI
71	114		88	59	1	2	1	151	276	St. Paul's School					VRAI
71	115		47	75	0	3	0	125	299	St. Paul's Presbyterian Church					VRAI
71	116		114	47	2	2	1	166	332	St. Paul's School					VRAI
71	117		62	80	0	1	0	143	362	Queen Elizabeth Public School					VRAI
71	118s		31	12	0	0	42	85	245	Fairhaven					VRAI
71	119		28	71	0	0	1	100	233	St. Paul's Presbyterian Church					VRAI
71	120s		24	13	0	0	14	51	99	Peterborough Manor					VRAI
71	121		62	45	0	3	0	110	264	Queen Elizabeth Public School					VRAI
71	122		94	45	1	6	0	146	315	St. Luke's Anglican Church					VRAI
71	123		116	34	5	1	0	156	223	Auburn Village					VRAI
71	124		63	51	0	3	0	117	236	Mark Street United Church					VRAI
71	125		203	84	3	4	0	294	614	Auburn Village					VRAI
71	126		119	33	1	4	0	157	263	Thomas A. Stewart Secondary School					VRAI
71	127		110	58	0	2	0	170	341	St. Luke's Anglican Church					VRAI
71	128		113	88	0	0	1	202	412	St. Luke's Anglican Church					VRAI
71	129		158	73	0	3	0	234	418	Baker's Hill Banquet Centre					VRAI
71	130		158	118	1	4	0	281	568	Armour Heights Public School					VRAI
71	131		46	26	0	1	0	73	139	Armour Heights Public School					VRAI
71	132		32	23	0	0	0	55	134	Free Methodist Church					VRAI
71	133		62	31	0	0	0	93	186	Milroy Place					VRAI
71	134		73	27	0	0	1	101	210	Immanuel Alliance Church					VRAI
71	135		210	94	0	4	0	308	516	St. Catherine School					VRAI
71	136		114	76	0	7	0	197	320	St. Catherine School					VRAI
71	137		105	43	1	1	2	152	283	St. Catherine School					VRAI
71	138		160	87	2	2	1	252	459	St. Catherine School					VRAI
71	139s		79	14	2	3	3	101	127	Sherbrooke Heights					VRAI
71	140		166	87	0	2	0	255	458	St. Teresa's School					VRAI
71	141		140	65	0	0	3	208	358	St. Peter's Secondary School					VRAI
71	142		157	55	0	5	0	217	354	St. Catherine School					VRAI
71	143		168	86	1	0	2	257	446	St. Catherine School					VRAI
71	144		184	111	1	0	1	297	448	St. Teresa's School					VRAI
71	145		141	86	0	4	0	231	393	St. Teresa's School					VRAI
71	146		134	80	0	3	1	218	479	St. Peter's Secondary School					VRAI
71	147		93	44	1	2	0	140	296	St. Teresa's School					VRAI
71	148		138	58	0	2	0	198	296	St. Peter's Secondary School					VRAI
71	149		36	21	0	1	0	58	190	Cephas Christian Reformed Church					VRAI
71	150s		28	16	2	3	7	56	156	Extendicare Peterborough					VRAI
71	151		64	49	1	1	3	118	308	Cephas Christian Reformed Church					VRAI
71	152		91	25	1	5	0	122	284	St. Peter's Secondary School					VRAI
71	153		91	34	0	5	0	130	245	Cephas Christian Reformed Church					VRAI
71	154s		24	6	0	1	2	33	47	Mount St. Joseph Infirmary					VRAI
71	155s		44	9	0	3	0	56	67	Marycrest At Inglewood					VRAI
71	156		114	108	0	1	0	223	423	Beth Israel Synagogue					VRAI
71	157s		80	15	0	10	0	105	167	Royal Gardens Retirement Community					VRAI
71	158		104	94	0	2	0	200	413	Beth Israel Synagogue					VRAI
71	159		83	65	0	3	0	151	317	St. Peter's Secondary School					VRAI
71	160		127	113	0	0	0	240	402	Beth Israel Synagogue					VRAI
71	161		101	66	0	1	0	168	397	All Saints' Anglican Church Parish Hall					VRAI
71	162		81	104	0	2	0	187	372	Beth Israel Synagogue					VRAI
71	163		107	56	1	2	0	166	356	Keith Wightman Public School					VRAI
71	164		108	111	0	2	1	222	379	Bishop Doyle Hall - Knights of Columbus					VRAI
71	165		57	86	2	0	0	145	322	All Saints' Anglican Church Parish Hall					VRAI
71	166		45	54	2	2	0	103	274	St. Andrew's United Church					VRAI
71	167		66	51	0	2	4	123	305	All Saints' Anglican Church Parish Hall					VRAI
71	168s		46	20	2	2	1	71	105	Brooklawn Seniors Centre					VRAI
71	169		64	136	0	0	0	200	378	All Saints' Anglican Church Parish Hall					VRAI
71	170		56	65	0	3	0	124	275	Bishop Doyle Hall - Knights of Columbus					VRAI
71	171s		44	7	0	4	3	58	75	Jackson Creek Retirement Residence					VRAI
71	172		65	55	0	0	0	120	310	Knox United Church					VRAI
71	173		30	52	0	4	0	86	283	St. Andrew's United Church					VRAI
71	174		66	50	1	5	0	122	216	Bishop Doyle Hall - Knights of Columbus					VRAI
71	175		90	39	1	1	0	131	292	St. Alphonsus School					VRAI
71	176		58	65	0	0	0	123	339	All Saints' Anglican Church Parish Hall					VRAI
71	177s		5	1	0	8	0	14	14	Hillstead Retirement Residence					VRAI
71	178		38	59	0	3	0	100	290	Bishop Doyle Hall - Knights of Columbus					VRAI
71	179s		32	12	1	16	2	63	95	Rubidge Retirement Residence					VRAI
71	180		33	57	0	0	0	90	260	Knox United Church					VRAI
71	181		31	36	2	1	0	70	223	Peterborough Public Library					VRAI
71	182		38	82	0	0	0	120	272	St. Paul's Presbyterian Church					VRAI
71	183s		34	17	0	8	0	59	85	The Kingsford					VRAI
71	184		28	84	0	0	1	113	255	St. Paul's Presbyterian Church					VRAI
71	185		28	45	0	0	2	75	243	Peterborough Public Library					VRAI
71	186		52	33	0	3	0	88	305	Knox United Church					VRAI
71	187		17	55	0	0	1	73	225	St. Paul's Presbyterian Church					VRAI
71	188		57	54	0	2	1	114	310	St. James United Church					VRAI
71	189		23	49	0	1	1	74	230	Knox United Church					VRAI
71	190		77	46	0	1	1	125	248	St. James United Church					VRAI
71	191		31	32	0	0	0	63	203	All Saints' Anglican Church Parish Hall					VRAI
71	192s		42	14	1	2	0	59	89	Empress Gardens Retirement Residence					VRAI
71	193s		69	15	0	4	2	90	130	Weslake Tower					VRAI
71	194s		45	12	1	2	1	61	131	Princess Gardens Retirement Residence					VRAI
71	195		47	86	0	2	0	135	250	St. Paul's Presbyterian Church					VRAI
71	196		52	90	0	0	0	142	254	St. Paul's Presbyterian Church					VRAI
71	197		63	44	0	3	0	110	269	St. James United Church					VRAI
71	198		100	78	0	1	1	180	314	Immaculate Conception School					VRAI
71	199		81	88	0	1	0	170	331	Mark Street United Church					VRAI
71	200		105	74	0	2	1	182	312	Immaculate Conception School					VRAI
71	201		78	49	0	0	0	127	284	St. James United Church					VRAI
71	202		98	60	0	0	0	158	309	Immaculate Conception School					VRAI
71	203s		9	2	0	0	0	11	21	Peterborough Regional Health Centre-Rogers Street					VRAI
71	205		94	70	1	3	0	168	331	Immaculate Conception School					VRAI
71	206		79	43	0	1	0	123	301	Monsignor O'Donoghue School					VRAI
71	207		135	61	0	1	2	199	388	Monsignor O'Donoghue School					VRAI
71	208		157	83	0	7	2	249	431	Monsignor O'Donoghue School					VRAI
71	209		154	47	0	3	11	215	421	Monsignor O'Donoghue School					VRAI
71	210		89	62	0	2	0	153	352	Free Methodist Church					VRAI
71	211		114	38	2	4	0	158	310	Free Methodist Church					VRAI
71	212		67	40	0	3	0	110	243	Villiers Community Centre					VRAI
71	213		132	53	0	0	0	185	366	Immanuel Alliance Church					VRAI
71	214		131	46	0	3	0	180	374	The Peterborough Sport & Wellness Centre					VRAI
71	215		112	58	0	2	1	173	367	Kawartha Shrine Centre					VRAI
71	216		113	63	0	2	1	179	383	Kawartha Shrine Centre					VRAI
71	217		98	45	0	1	0	144	359	The Peterborough Sport & Wellness Centre					VRAI
71	218		133	49	1	0	0	183	303	Immanuel Alliance Church					VRAI
